CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA
45;CH;71584;A;8;0;;186.075;0.39947;0.3565;Amarelo;118;
67;CN;59277;E;22;0;;114.962;257.131;0.11924;Branco;123;
85;CN;71603;B;10;0;;229.778;-0.36102;0.15245;Rosa;124;
86;CN;71603;B;10;0;;229.778;-0.36102;0.15245;Amarelo;122;
85;CN;71603;B;10;0;;229.778;-0.36102;0.15245;Azul;121;
177;MT;71636;C;17;0;;303.092;235.596;0.17;Azul;131;
173;MT;71636;C;17;0;;303.092;235.596;0.17;Rosa;132;
178;MT;71636;C;17;0;;303.092;235.596;0.17;Amarelo;129;
159;MT;70461;D;2;0;;123.541;0.4856;0.05802;Cinza;130;
140;MT;71641;B;3;0;;21.048;183.073;0.18274;Cinza;136;
146;MT;71642;C;13;0;;180.059;14.011;0.1643;Rosa;132;
140;MT;71642;C;13;0;;180.059;14.011;0.1643;Azul;131;
142;MT;71642;C;13;0;;180.059;14.011;0.1643;Amarelo;129;
160;MT;70034;A;23;0;;287.279;168.092;0.16149;Cinza;130;
136;MT;71649;E;5;0;;241.492;0.28863;0.31102;Azul;131;
137;MT;71649;E;5;0;;241.492;0.28863;0.31102;Rosa;132;
138;MT;71649;E;5;0;;241.492;0.28863;0.31102;Amarelo;129;
161;MT;72028;C;3;0;;227.622;237.639;0.23999;Cinza;130;
91;LC;71697;E;5;0;;24.867;0.70119;0.11027;Azul;127;0
92;LC;71697;E;5;0;;24.867;0.70119;0.11027;Rosa;128;0
100;LC;75944;E;3;0;;314.181;0.32133;0.19412;Cinza;126;
92;LC;71697;E;5;0;;24.867;0.70119;0.11027;Amarelo;125;0
67;CN;70951;C;16;0;;376.009;114.083;0.21255;Branco;133;
88;CN;71700;A;10;0;;232.558;0.13736;0.22295;Rosa;124;
89;CN;71700;A;10;0;;232.558;0.13736;0.22295;Amarelo;122;
90;CN;71700;A;10;0;;232.558;0.13736;0.22295;Azul;121;
135;LC;71724;E;29;0;;245.232;0.65913;0.28468;Amarelo;125;
101;LC;59583;D;17;0;;182.576;0.74516;0.1882;Cinza;126;
133;LC;71724;E;29;0;;245.232;0.65913;0.28468;Rosa;128;
135;LC;71724;E;29;0;;245.232;0.65913;0.28468;Azul;127;
14;CH;71193;D;24;0;;135.946;0.66113;0.11357;Azul;117;
1;CH;71745;E;13;0;;1.981;0.29799;0.14845;Amarelo;118;
2;CH;71745;E;13;0;;1.981;0.29799;0.14845;Rosa;120;
13;CH;72784;E;2;0;;140.176;0.72174;0.11263;Branco;134;
121;LC;71746;A;19;0;;286.009;0.2211;0.25342;Rosa;128;
117;LC;71746;A;19;0;;286.009;0.2211;0.25342;Amarelo;125;
102;LC;70588;D;4;0;;33.385;-0.11571;0.20802;Cinza;126;
120;LC;71746;A;19;0;;286.009;0.2211;0.25342;Azul;127;
124;LC;71762;E;2;0;;0.94087;0.88261;0.1707;Cinza;135;
68;CN;70579;E;14;0;;22.762;0.2516;0.18355;Branco;133;
68;CN;73439;D;2;0;;189.938;0.51757;0.17296;Branco;123;
158;MT;71832;B;25;0;;194.736;251.656;0.17967;Azul;131;
156;MT;71832;B;25;0;;194.736;251.656;0.17967;Amarelo;129;
162;MT;71832;B;25;0;;194.736;251.656;0.17967;Rosa;132;
162;MT;70238;B;3;0;;274.865;147.857;0.21513;Cinza;130;
172;MT;71837;C;27;0;;104.193;166.502;0.09553;Cinza;136;
126;LC;71848;D;24;0;;270.035;203.674;0.16129;Rosa;128;
123;LC;71848;D;24;0;;270.035;203.674;0.16129;Amarelo;125;
103;LC;70370;A;17;0;;189.235;-0.28099;0.14613;Cinza;126;
122;LC;71848;D;24;0;;270.035;203.674;0.16129;Azul;127;
127;LC;71853;A;23;0;;25.709;0.52277;0.20592;Rosa;128;
104;LC;73242;A;9;0;;161.595;0.34813;0.20191;Cinza;126;
122;LC;71853;A;23;0;;25.709;0.52277;0.20592;Amarelo;125;
123;LC;71853;A;23;0;;25.709;0.52277;0.20592;Azul;127;
179;MT;71864;D;15;0;;200.926;120.709;0.19016;Azul;131;
174;MT;71864;D;15;0;;200.926;120.709;0.19016;Rosa;132;
180;MT;71864;D;15;0;;200.926;120.709;0.19016;Amarelo;129;
163;MT;71187;E;30;0;;163.381;236.775;0.09676;Cinza;130;
13;CH;73555;D;27;0;;117.341;0.49445;0.17226;Branco;119;
37;CH;71877;D;7;0;;286.476;0.81111;0.18059;Amarelo;118;
15;CH;75706;C;7;0;;125.147;-0.22962;0.22347;Azul;117;
34;CH;71877;D;7;0;;286.476;0.81111;0.18059;Rosa;120;
129;LC;71925;B;27;0;;249.678;189.997;0.1751;Rosa;128;
132;LC;71925;B;27;0;;249.678;189.997;0.1751;Amarelo;125;
105;LC;59158;A;18;0;;210.932;0.31152;0.13545;Cinza;126;
129;LC;71925;B;27;0;;249.678;189.997;0.1751;Azul;127;
136;MT;71934;D;3;0;;197.535;0.60574;0.10768;Cinza;136;
62;CN;71953;B;9;0;;279.887;191.559;0.11365;Azul;121;
59;CN;71953;B;9;0;;279.887;191.559;0.11365;Rosa;124;
69;CN;73305;A;19;0;;0.83048;-0.28157;0.00551;Branco;123;
61;CN;71953;B;9;0;;279.887;191.559;0.11365;Amarelo;122;
69;CN;73629;E;22;0;;249.676;138.658;0.12433;Branco;133;
50;CN;71976;C;23;0;;294.675;184.632;0.05897;Azul;121;
70;CN;70133;B;7;0;;168.399;173.884;0.18724;Branco;123;
48;CN;71976;C;23;0;;294.675;184.632;0.05897;Rosa;124;
50;CN;71976;C;23;0;;294.675;184.632;0.05897;Amarelo;122;
123;LC;71988;C;22;0;;384.388;-0.05869;0.2087;Cinza;135;
134;LC;72011;E;10;0;;177.005;-0.01261;0.13218;Rosa;128;
134;LC;72011;E;10;0;;177.005;-0.01261;0.13218;Amarelo;125;
106;LC;70179;C;20;0;;210.025;0.17269;0.21756;Cinza;126;
133;LC;72011;E;10;0;;177.005;-0.01261;0.13218;Azul;127;
164;MT;70198;D;16;0;;192.502;129.983;0.1805;Cinza;130;
160;MT;72028;C;3;0;;227.622;237.639;0.23999;Azul;131;
157;MT;72028;C;3;0;;227.622;237.639;0.23999;Rosa;132;
162;MT;72028;C;3;0;;227.622;237.639;0.23999;Amarelo;129;
115;LC;72040;E;19;0;;308.747;0.06931;0.13973;Cinza;135;
176;MT;72041;C;9;0;;163.181;195.549;0.17188;Cinza;136;
144;MT;72045;E;17;0;;269.266;152.176;0.11563;Rosa;132;
145;MT;72045;E;17;0;;269.266;152.176;0.11563;Azul;131;
145;MT;72045;E;17;0;;269.266;152.176;0.11563;Amarelo;129;
165;MT;72788;B;26;0;;164.337;186.905;0.20692;Cinza;130;
138;MT;72052;B;10;0;;223.008;0.55451;0.27798;Azul;131;
139;MT;72052;B;10;0;;223.008;0.55451;0.27798;Rosa;132;
136;MT;72052;B;10;0;;223.008;0.55451;0.27798;Amarelo;129;
166;MT;70405;A;9;0;;16.024;12.153;0.14692;Cinza;130;
154;MT;72056;C;27;0;;229.585;0.9001;0.15579;Azul;131;
151;MT;72056;C;27;0;;229.585;0.9001;0.15579;Rosa;132;
150;MT;72056;C;27;0;;229.585;0.9001;0.15579;Amarelo;129;
167;MT;70053;D;16;0;;181.642;10.908;0.24672;Cinza;130;
14;CH;71193;D;24;0;;135.946;0.66113;0.11357;Branco;119;
14;CH;73032;C;1;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Branco;134;
35;CH;72102;D;10;0;;184.569;117.157;0.13745;Amarelo;118;
38;CH;72102;D;10;0;;184.569;117.157;0.13745;Rosa;120;
16;CH;70539;A;30;0;;301.946;0.00146;0.20988;Azul;117;
15;CH;72089;B;24;0;;239.403;187.033;0.20668;Branco;134;
175;MT;72108;C;11;0;;248.703;173.878;0.23381;Cinza;136;
148;MT;72124;C;10;0;;221.598;131.369;0.1587;Azul;131;
143;MT;72124;C;10;0;;221.598;131.369;0.1587;Rosa;132;
141;MT;72124;C;10;0;;221.598;131.369;0.1587;Amarelo;129;
168;MT;71127;C;29;0;;206.737;189.008;0.24604;Cinza;130;
147;MT;72128;E;5;0;;345.373;109.169;0.09278;Cinza;136;
170;MT;72138;E;25;0;;320.512;164.862;0.09406;Cinza;136;
156;MT;72156;A;17;0;;150.909;279.058;0.12065;Cinza;136;
70;CN;72236;D;30;0;;12.932;13.179;0.17814;Branco;133;
52;CN;72204;B;2;0;;158.646;113.389;0.14651;Azul;121;
71;CN;59323;E;27;0;;265.373;-0.25868;0.06743;Branco;133;
57;CN;72204;B;2;0;;158.646;113.389;0.14651;Rosa;124;
53;CN;72204;B;2;0;;158.646;113.389;0.14651;Amarelo;122;
15;CH;75706;C;7;0;;125.147;-0.22962;0.22347;Branco;119;
71;CN;73678;D;1;0;;;;;Branco;123;
16;CH;71110;C;7;0;;125.175;21.185;0.1419;Branco;134;
31;CH;72257;A;18;0;;162.427;-0.60015;0.3426;Amarelo;118;
32;CH;72257;A;18;0;;162.427;-0.60015;0.3426;Rosa;120;
17;CH;73630;C;17;0;;227.466;0.82351;0.16893;Azul;117;
16;CH;71584;A;8;0;;186.075;0.39947;0.3565;Branco;119;
17;CH;70524;C;6;0;;201.158;172.406;0.16014;Branco;134;
17;CH;73630;C;17;0;;227.466;0.82351;0.16893;Branco;119;
72;CN;59346;B;6;0;;0.86647;137.055;0.07651;Branco;133;
135;LC;72291;B;4;0;;175.371;-0.159;0.08547;Cinza;135;
150;MT;72303;C;12;0;;212.284;159.655;0.15959;Cinza;136;
72;CN;70904;E;30;0;;221.866;0.02999;0.23994;Branco;123;
18;CH;72064;C;14;0;;138.657;0.3263;0.08843;Branco;134;
29;CH;72393;D;27;0;;141.227;-0.79401;0.11962;Amarelo;118;
18;CH;73285;C;13;0;;125.284;-0.64144;0.0286;Branco;119;
30;CH;72393;D;27;0;;141.227;-0.79401;0.11962;Rosa;120;
18;CH;70810;E;24;0;;367.867;0.21719;0.3165;Azul;117;
19;CH;70514;A;15;0;;236.969;-0.02116;0.09568;Branco;134;
118;LC;72405;D;20;0;;365.167;0.15597;0.1502;Cinza;135;
151;MT;72421;A;30;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Cinza;136;
113;LC;72426;A;19;0;;14.037;0.16576;0.06382;Cinza;135;
73;CN;71172;D;5;0;;0.64224;13.984;0.1161;Branco;123;
73;CN;75661;B;25;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Branco;133;
128;LC;72514;C;28;0;;412.082;-0.20207;0.15507;Cinza;135;
74;CN;57922;A;16;0;;14.166;0.54418;0.11396;Branco;133;
74;CN;72770;A;24;0;;153.065;143.777;0.18479;Branco;123;
122;LC;72581;C;22;0;;216.628;0.92225;0.12475;Rosa;128;
125;LC;72581;C;22;0;;216.628;0.92225;0.12475;Amarelo;125;
107;LC;73823;B;11;0;;114.439;142.415;0.16054;Cinza;126;
126;LC;72581;C;22;0;;216.628;0.92225;0.12475;Azul;127;
19;CH;70810;E;24;0;;367.867;0.21719;0.3165;Branco;119;
144;MT;72599;E;7;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Cinza;136;
116;LC;72629;A;16;0;;147.892;0.83353;0.19512;Cinza;135;
175;MT;72644;C;25;0;;165.137;0.45335;0.2265;Azul;131;
179;MT;72644;C;25;0;;165.137;0.45335;0.2265;Rosa;132;
172;MT;72644;C;25;0;;165.137;0.45335;0.2265;Amarelo;129;
169;MT;71130;C;12;0;;208.886;257.501;0.18102;Cinza;130;
155;MT;72656;B;18;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Cinza;136;
20;CH;70475;C;13;0;;0.94594;261.392;0.19809;Branco;134;
20;CH;75588;C;4;0;;26.007;0.28606;0.28532;Branco;119;
75;CN;70728;D;12;0;;0.93948;272.363;0.16041;Branco;123;
137;MT;72676;E;21;0;;296.492;202.812;0.0738;Azul;131;
136;MT;72676;E;21;0;;296.492;202.812;0.0738;Rosa;132;
139;MT;72676;E;21;0;;296.492;202.812;0.0738;Amarelo;129;
170;MT;72687;D;28;0;;245.814;211.927;0.18911;Cinza;130;
21;CH;70972;E;18;0;;244.399;268.704;0.15164;Branco;134;
171;MT;72687;D;28;0;;245.814;211.927;0.18911;Azul;131;
169;MT;72687;D;28;0;;245.814;211.927;0.18911;Rosa;132;
165;MT;72687;D;28;0;;245.814;211.927;0.18911;Amarelo;129;
171;MT;70445;C;28;0;;283.067;145.097;0.18616;Cinza;130;
132;LC;72714;B;27;0;;515.909;0.93146;0.23355;Cinza;135;
72;CN;72770;A;24;0;;153.065;143.777;0.18479;Azul;121;
75;CN;75646;C;26;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Branco;133;
71;CN;72770;A;24;0;;153.065;143.777;0.18479;Rosa;124;
69;CN;72770;A;24;0;;153.065;143.777;0.18479;Amarelo;122;
143;MT;72783;C;11;0;;199.058;158.634;0.17168;Azul;131;
141;MT;72783;C;11;0;;199.058;158.634;0.17168;Rosa;132;
147;MT;72783;C;11;0;;199.058;158.634;0.17168;Amarelo;129;
172;MT;73038;D;21;0;;253.869;166.527;0.23544;Cinza;130;
21;CH;75448;D;2;0;;167.198;127.597;0.09005;Branco;119;
150;MT;72786;B;22;0;;155.058;208.849;0.12411;Azul;131;
154;MT;72786;B;22;0;;155.058;208.849;0.12411;Rosa;132;
152;MT;72786;B;22;0;;155.058;208.849;0.12411;Amarelo;129;
173;MT;71864;D;15;0;;200.926;120.709;0.19016;Cinza;130;
99;LC;72787;A;10;0;;176.687;-0.19579;0.17175;Cinza;135;
169;MT;72788;B;26;0;;164.337;186.905;0.20692;Azul;131;
171;MT;72788;B;26;0;;164.337;186.905;0.20692;Rosa;132;
169;MT;72788;B;26;0;;164.337;186.905;0.20692;Amarelo;129;
174;MT;70745;C;19;0;;274.436;1.698;0.2011;Cinza;130;
64;CN;72808;A;28;0;;204.317;0.74057;0.12969;Azul;121;
76;CN;58433;E;12;0;;116.192;0.57173;0.06736;Branco;133;
67;CN;72808;A;28;0;;204.317;0.74057;0.12969;Rosa;124;
65;CN;72808;A;28;0;;204.317;0.74057;0.12969;Amarelo;122;
169;MT;72820;B;20;0;;205.357;128.971;0.21704;Cinza;136;
151;MT;72821;D;8;0;;156.479;183.743;0.12533;Azul;131;
152;MT;72821;D;8;0;;156.479;183.743;0.12533;Rosa;132;
154;MT;72821;D;8;0;;156.479;183.743;0.12533;Amarelo;129;
175;MT;71636;C;17;0;;303.092;235.596;0.17;Cinza;130;
164;MT;72830;C;8;0;;230.266;187.808;0.17555;Cinza;136;
22;CH;71336;E;22;0;;193.837;175.899;0.26629;Branco;119;
23;CH;72884;C;17;0;;141.932;211.234;0.17222;Amarelo;118;
22;CH;73118;C;10;0;;229.876;158.987;0.19376;Branco;134;
22;CH;72884;C;17;0;;141.932;211.234;0.17222;Rosa;120;
19;CH;73285;C;13;0;;125.284;-0.64144;0.0286;Azul;117;
176;MT;72909;A;24;0;;287.235;196.767;0.15109;Azul;131;
180;MT;72909;A;24;0;;287.235;196.767;0.15109;Rosa;132;
173;MT;72909;A;24;0;;287.235;196.767;0.15109;Amarelo;129;
176;MT;70406;E;2;0;;22.181;268.569;0.13379;Cinza;130;
178;MT;72980;C;9;0;;137.921;22.512;0.16407;Cinza;136;
75;CN;72998;B;18;0;;306.608;137.136;0.17705;Azul;121;
76;CN;70614;D;24;0;;194.916;162.683;0.11518;Branco;123;
76;CN;72998;B;18;0;;306.608;137.136;0.17705;Rosa;124;
79;CN;72998;B;18;0;;306.608;137.136;0.17705;Amarelo;122;
112;LC;72999;E;14;0;;148.375;0.85389;0.15417;Cinza;135;
23;CH;71502;B;4;0;;226.069;0.48852;0.20681;Branco;119;
23;CH;72260;B;11;0;;121.648;0.85987;0.12039;Branco;134;
180;MT;73038;D;21;0;;253.869;166.527;0.23544;Azul;131;
175;MT;73038;D;21;0;;253.869;166.527;0.23544;Rosa;132;
179;MT;73038;D;21;0;;253.869;166.527;0.23544;Amarelo;129;
177;MT;72644;C;25;0;;165.137;0.45335;0.2265;Cinza;130;
77;CN;73438;B;7;0;;0.5207;586.198;0.13508;Branco;123;
86;CN;73055;C;20;0;;21.092;0.37061;0.23873;Rosa;124;
85;CN;73055;C;20;0;;21.092;0.37061;0.23873;Amarelo;122;
86;CN;73055;C;20;0;;21.092;0.37061;0.23873;Azul;121;
153;MT;73061;A;15;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Cinza;136;
157;MT;73071;E;4;0;;40.236;101.605;0.09787;Cinza;136;
139;MT;73087;D;26;0;;211.686;0.62867;0.18648;Cinza;136;
130;LC;73105;A;23;0;;223.701;-0.03462;0.12771;Cinza;135;
24;CH;72664;E;21;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Branco;134;
147;MT;73124;E;7;0;;12.623;0.61947;0.13382;Azul;131;
142;MT;73124;E;7;0;;12.623;0.61947;0.13382;Rosa;132;
140;MT;73124;E;7;0;;12.623;0.61947;0.13382;Amarelo;129;
178;MT;72909;A;24;0;;287.235;196.767;0.15109;Cinza;130;
77;CN;73606;A;3;0;;191.103;-0.04616;0.23378;Branco;133;
24;CH;73201;B;12;0;;198.606;-0.03342;0.18076;Amarelo;118;
24;CH;73755;A;20;0;;274.211;0.54682;0.1144;Branco;119;
24;CH;73201;B;12;0;;198.606;-0.03342;0.18076;Rosa;120;
20;CH;73201;B;12;0;;198.606;-0.03342;0.18076;Azul;117;
146;MT;73225;C;8;0;;101.305;144.816;0.22624;Cinza;136;
59;CN;73227;B;27;0;;106.261;175.071;0.13927;Azul;121;
78;CN;70933;B;8;0;;197.356;0.37435;0.16375;Branco;123;
60;CN;73227;B;27;0;;106.261;175.071;0.13927;Rosa;124;
60;CN;73227;B;27;0;;106.261;175.071;0.13927;Amarelo;122;
25;CH;72272;D;25;0;;199.675;-0.59551;0.1232;Branco;134;
107;LC;73242;A;9;0;;161.595;0.34813;0.20191;Rosa;128;
108;LC;73242;A;9;0;;161.595;0.34813;0.20191;Amarelo;125;
108;LC;59146;E;23;0;;160.467;-0.46437;0.13861;Cinza;126;
105;LC;73242;A;9;0;;161.595;0.34813;0.20191;Azul;127;
21;CH;75588;C;4;0;;26.007;0.28606;0.28532;Azul;117;
17;CH;73285;C;13;0;;125.284;-0.64144;0.0286;Amarelo;118;
14;CH;73285;C;13;0;;125.284;-0.64144;0.0286;Rosa;120;
25;CH;72884;C;17;0;;141.932;211.234;0.17222;Branco;119;
98;LC;73286;B;9;0;;225.883;-0.44055;0.12428;Cinza;135;
97;LC;73296;E;10;0;;15.098;0.51813;0.11306;Rosa;128;
96;LC;73296;E;10;0;;15.098;0.51813;0.11306;Amarelo;125;
109;LC;73783;B;12;0;;0.75784;0.13252;0.02344;Cinza;126;
96;LC;73296;E;10;0;;15.098;0.51813;0.11306;Azul;127;
71;CN;73305;A;19;0;;0.83048;-0.28157;0.00551;Azul;121;
78;CN;75614;C;25;0;;0.45986;279.133;0.09823;Branco;133;
74;CN;73305;A;19;0;;0.83048;-0.28157;0.00551;Rosa;124;
72;CN;73305;A;19;0;;0.83048;-0.28157;0.00551;Amarelo;122;
79;CN;70057;E;3;0;;133.898;0.81039;0.11803;Branco;123;
163;MT;73332;B;10;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Cinza;136;
47;CN;73367;C;8;0;;26.033;0.07698;0.22333;Azul;121;
79;CN;73197;B;10;0;;307.184;0.81983;0.14738;Branco;133;
46;CN;73367;C;8;0;;26.033;0.07698;0.22333;Rosa;124;
48;CN;73367;C;8;0;;26.033;0.07698;0.22333;Amarelo;122;
133;LC;73377;A;1;0;;0.86646;164.888;0.10896;Cinza;135;
97;LC;73383;A;9;0;;284.111;-0.35834;0.22735;Cinza;135;
123;LC;73386;B;22;0;;212.472;0.1451;0.22866;Rosa;128;
127;LC;73386;B;22;0;;212.472;0.1451;0.22866;Amarelo;125;
110;LC;59041;B;16;0;;101.513;109.347;0.05916;Cinza;126;
125;LC;73386;B;22;0;;212.472;0.1451;0.22866;Azul;127;
100;LC;73403;A;11;0;;25.502;-0.39041;0.15311;Cinza;135;
26;CH;73794;C;5;0;;144.474;0.81555;0.19843;Branco;134;
80;CN;59227;B;29;0;;238.181;0.53674;0.21637;Branco;133;
78;CN;73438;B;7;0;;0.5207;586.198;0.13508;Rosa;124;
76;CN;73438;B;7;0;;0.5207;586.198;0.13508;Amarelo;122;
78;CN;73438;B;7;0;;0.5207;586.198;0.13508;Azul;121;
68;CN;73439;D;2;0;;189.938;0.51757;0.17296;Azul;121;
80;CN;72998;B;18;0;;306.608;137.136;0.17705;Branco;123;
65;CN;73439;D;2;0;;189.938;0.51757;0.17296;Rosa;124;
67;CN;73439;D;2;0;;189.938;0.51757;0.17296;Amarelo;122;
81;CN;73450;D;2;0;;208.347;150.915;0.17983;Branco;133;
91;LC;73461;E;6;0;;317.602;0.60483;0.18082;Cinza;135;0
96;LC;73490;B;30;0;;459.718;0.92508;0.15372;Cinza;135;
16;CH;73501;B;6;0;;120.097;0.0843;0.29128;Amarelo;118;
26;CH;75483;C;16;0;;224.116;0.33411;0.11526;Branco;119;
22;CH;71502;B;4;0;;226.069;0.48852;0.20681;Azul;117;
15;CH;73501;B;6;0;;120.097;0.0843;0.29128;Rosa;120;
27;CH;73010;E;3;0;;205.985;-0.11445;0.12275;Branco;134;
46;CN;73517;D;18;0;;0.95998;247.488;0.13616;Azul;121;
81;CN;73731;D;20;0;;0.77959;18.193;0.12995;Branco;123;
50;CN;73517;D;18;0;;0.95998;247.488;0.13616;Rosa;124;
47;CN;73517;D;18;0;;0.95998;247.488;0.13616;Amarelo;122;
112;LC;73531;A;12;0;;211.638;157.019;0.10211;Rosa;128;
114;LC;73531;A;12;0;;211.638;157.019;0.10211;Amarelo;125;
111;LC;73531;A;12;0;;211.638;157.019;0.10211;Cinza;126;
114;LC;73531;A;12;0;;211.638;157.019;0.10211;Azul;127;
23;CH;72884;C;17;0;;141.932;211.234;0.17222;Azul;117;
9;CH;73538;A;28;0;;187.044;-0.35977;0.23781;Amarelo;118;
27;CH;73201;B;12;0;;198.606;-0.03342;0.18076;Branco;119;
7;CH;73538;A;28;0;;187.044;-0.35977;0.23781;Rosa;120;
24;CH;71336;E;22;0;;193.837;175.899;0.26629;Azul;117;
28;CH;72393;D;27;0;;141.227;-0.79401;0.11962;Branco;119;
8;CH;73555;D;27;0;;117.341;0.49445;0.17226;Amarelo;118;
12;CH;73555;D;27;0;;117.341;0.49445;0.17226;Rosa;120;
82;CN;70044;D;1;0;;0.85761;275.834;0.17474;Branco;133;
119;LC;73607;C;15;0;;23.431;0.5509;0.14706;Amarelo;125;
117;LC;73607;C;15;0;;23.431;0.5509;0.14706;Rosa;128;
112;LC;59053;D;23;0;;137.445;-0.03088;0.07084;Cinza;126;
117;LC;73607;C;15;0;;23.431;0.5509;0.14706;Azul;127;
131;LC;73614;C;28;0;;313.334;0.53074;0.18105;Rosa;128;
128;LC;73614;C;28;0;;313.334;0.53074;0.18105;Amarelo;125;
113;LC;73760;D;13;0;;217.069;115.121;0.20808;Cinza;126;
132;LC;73614;C;28;0;;313.334;0.53074;0.18105;Azul;127;
32;CH;73626;E;25;0;;320.972;-0.03464;0.16333;Amarelo;118;
28;CH;73230;C;15;0;;526.996;10.303;0.17964;Branco;134;
26;CH;73626;E;25;0;;320.972;-0.03464;0.16333;Rosa;120;
25;CH;75448;D;2;0;;167.198;127.597;0.09005;Azul;117;
82;CN;71603;B;10;0;;229.778;-0.36102;0.15245;Branco;123;
26;CH;75483;C;16;0;;224.116;0.33411;0.11526;Azul;117;
14;CH;73630;C;17;0;;227.466;0.82351;0.16893;Amarelo;118;
18;CH;73630;C;17;0;;227.466;0.82351;0.16893;Rosa;120;
29;CH;70452;A;21;0;;206.152;0.49627;0.15444;Branco;134;
125;LC;73670;E;24;0;;16.751;103.793;0.26168;Rosa;128;
126;LC;73670;E;24;0;;16.751;103.793;0.26168;Amarelo;125;
114;LC;70012;A;1;0;;126.532;0.27696;0.17019;Cinza;126;
124;LC;73670;E;24;0;;16.751;103.793;0.26168;Azul;127;
101;LC;73671;D;2;0;;283.869;0.96487;0.19268;Rosa;128;
102;LC;73671;D;2;0;;283.869;0.96487;0.19268;Amarelo;125;
115;LC;73803;C;14;0;;225.284;0.49594;0.28524;Cinza;126;
100;LC;73671;D;2;0;;283.869;0.96487;0.19268;Azul;127;
35;CH;73674;B;20;0;;198.481;0.51652;0.16624;Rosa;120;
27;CH;73755;A;20;0;;274.211;0.54682;0.1144;Azul;117;
29;CH;73626;E;25;0;;320.972;-0.03464;0.16333;Branco;119;
39;CH;73674;B;20;0;;198.481;0.51652;0.16624;Amarelo;118;
74;CN;73678;D;1;0;;;;;Azul;121;
83;CN;70890;C;30;0;;230.176;0.30422;0.21404;Branco;133;
70;CN;73678;D;1;0;;;;;Rosa;124;
71;CN;73678;D;1;0;;;;;Amarelo;122;
93;LC;73685;A;7;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Cinza;135;1
30;CH;71065;C;1;0;;0.91576;0.60622;0.06534;Branco;119;
28;CH;72393;D;27;0;;141.227;-0.79401;0.11962;Azul;117;
5;CH;73690;C;18;0;;293.542;137.299;0.13042;Amarelo;118;
4;CH;73690;C;18;0;;293.542;137.299;0.13042;Rosa;120;
30;CH;73427;C;17;0;;17.907;202.437;0.18332;Branco;134;
92;LC;73694;B;7;0;;144.762;0.39287;0.15652;Rosa;128;1
91;LC;73694;B;7;0;;144.762;0.39287;0.15652;Amarelo;125;1
116;LC;73607;C;15;0;;23.431;0.5509;0.14706;Cinza;126;
92;LC;73694;B;7;0;;144.762;0.39287;0.15652;Azul;127;1
83;CN;73055;C;20;0;;21.092;0.37061;0.23873;Branco;123;
94;LC;73706;C;7;0;;446.531;0.49439;0.16947;Cinza;135;1
31;CH;71136;B;14;0;;24.248;104.526;0.11798;Branco;119;
84;CN;70617;B;16;0;;1.54;0.69393;0.10243;Branco;123;
75;CN;73731;D;20;0;;0.77959;18.193;0.12995;Rosa;124;
81;CN;73731;D;20;0;;0.77959;18.193;0.12995;Amarelo;122;
77;CN;73731;D;20;0;;0.77959;18.193;0.12995;Azul;121;
31;CH;71276;A;4;0;;133.414;0.0068;0.14582;Branco;134;
84;CN;72446;B;4;0;;107.305;118.079;0.14713;Branco;133;
27;CH;73755;A;20;0;;274.211;0.54682;0.1144;Amarelo;118;
32;CH;73813;E;17;0;;153.554;0.55507;0.03934;Branco;134;
20;CH;73755;A;20;0;;274.211;0.54682;0.1144;Rosa;120;
29;CH;71065;C;1;0;;0.91576;0.60622;0.06534;Azul;117;
91;LC;73759;D;6;0;;330.464;0.34683;0.22541;Rosa;128;1
92;LC;73759;D;6;0;;330.464;0.34683;0.22541;Amarelo;125;1
117;LC;73821;E;16;0;;10.643;110.667;0.016;Cinza;126;
93;LC;73759;D;6;0;;330.464;0.34683;0.22541;Azul;127;1
113;LC;73760;D;13;0;;217.069;115.121;0.20808;Rosa;128;
111;LC;73760;D;13;0;;217.069;115.121;0.20808;Amarelo;125;
118;LC;75832;C;17;0;;268.782;175.732;0.16326;Cinza;126;
110;LC;73760;D;13;0;;217.069;115.121;0.20808;Azul;127;
32;CH;75500;A;1;0;;286.402;0.23482;0.07919;Branco;119;
30;CH;71136;B;14;0;;24.248;104.526;0.11798;Azul;117;
2;CH;73764;D;23;0;;0.34715;0.36053;0.02354;Amarelo;118;
1;CH;73764;D;23;0;;0.34715;0.36053;0.02354;Rosa;120;
124;LC;73766;D;21;0;;242.887;0.13314;0.19659;Rosa;128;
